,Event,Duration,Start Time,End Time,Start Epoch,End Epoch
943,NREM,30,08:35:00.000,08:35:30.000,1846,1847
944,NREM,30,08:35:30.000,08:36:00.000,1847,1848
945,NREM,30,08:36:00.000,08:36:30.000,1848,1849
946,NREM,30,08:36:30.000,08:37:00.000,1849,1850
947,NREM,30,08:37:00.000,08:37:30.000,1850,1851
948,NREM,30,08:37:30.000,08:38:00.000,1851,1852
949,NREM,30,08:38:00.000,08:38:30.000,1852,1853
950,NREM,30,08:38:30.000,08:39:00.000,1853,1854
951,NREM,30,08:39:00.000,08:39:30.000,1854,1855
952,NREM,30,08:39:30.000,08:40:00.000,1855,1856
953,NREM,30,08:41:00.000,08:41:30.000,1858,1859
954,NREM,30,08:41:30.000,08:42:00.000,1859,1860
955,NREM,30,08:42:00.000,08:42:30.000,1860,1861
956,NREM,30,08:42:30.000,08:43:00.000,1861,1862
957,NREM,30,08:43:00.000,08:43:30.000,1862,1863
958,NREM,30,08:43:30.000,08:44:00.000,1863,1864
959,NREM,30,08:44:00.000,08:44:30.000,1864,1865
960,NREM,30,08:44:30.000,08:45:00.000,1865,1866
961,NREM,30,08:45:00.000,08:45:30.000,1866,1867
962,NREM,30,08:46:30.000,08:47:00.000,1869,1870
963,NREM,30,08:47:00.000,08:47:30.000,1870,1871
964,NREM,30,08:47:30.000,08:48:00.000,1871,1872
965,NREM,30,08:48:00.000,08:48:30.000,1872,1873
966,NREM,30,08:48:30.000,08:49:00.000,1873,1874
967,NREM,30,08:49:00.000,08:49:30.000,1874,1875
968,NREM,30,08:49:30.000,08:50:00.000,1875,1876
969,NREM,30,08:50:00.000,08:50:30.000,1876,1877
970,NREM,30,08:50:30.000,08:51:00.000,1877,1878
971,NREM,30,08:51:00.000,08:51:30.000,1878,1879
972,NREM,30,08:51:30.000,08:52:00.000,1879,1880
973,NREM,30,08:52:00.000,08:52:30.000,1880,1881
974,NREM,30,08:52:30.000,08:53:00.000,1881,1882
975,NREM,30,08:53:00.000,08:53:30.000,1882,1883
976,NREM,30,08:53:30.000,08:54:00.000,1883,1884
977,NREM,30,08:54:00.000,08:54:30.000,1884,1885
978,NREM,30,08:54:30.000,08:55:00.000,1885,1886
979,NREM,30,08:55:00.000,08:55:30.000,1886,1887
980,NREM,30,08:55:30.000,08:56:00.000,1887,1888
981,NREM,30,08:56:00.000,08:56:30.000,1888,1889
982,NREM,30,08:56:30.000,08:57:00.000,1889,1890
983,NREM,30,08:57:00.000,08:57:30.000,1890,1891
984,NREM,30,08:57:30.000,08:58:00.000,1891,1892
985,NREM,30,08:58:00.000,08:58:30.000,1892,1893
986,NREM,30,08:58:30.000,08:59:00.000,1893,1894
987,NREM,30,08:59:00.000,08:59:30.000,1894,1895
988,NREM,30,08:59:30.000,09:00:00.000,1895,1896
989,NREM,30,09:00:00.000,09:00:30.000,1896,1897
990,NREM,30,09:00:30.000,09:01:00.000,1897,1898
991,NREM,30,09:01:00.000,09:01:30.000,1898,1899
992,NREM,30,09:01:30.000,09:02:00.000,1899,1900
993,NREM,30,09:02:00.000,09:02:30.000,1900,1901
994,NREM,30,09:02:30.000,09:03:00.000,1901,1902
995,NREM,30,09:03:00.000,09:03:30.000,1902,1903
996,NREM,30,09:03:30.000,09:04:00.000,1903,1904
997,NREM,30,09:04:00.000,09:04:30.000,1904,1905
998,NREM,30,09:04:30.000,09:05:00.000,1905,1906
999,NREM,30,09:05:00.000,09:05:30.000,1906,1907
1000,NREM,30,09:05:30.000,09:06:00.000,1907,1908
1001,NREM,30,09:06:00.000,09:06:30.000,1908,1909
