,Event,Duration,Start Time,End Time,Start Epoch,End Epoch,Unnamed: 6
998,REM,30.0,22:00.0,22:30.0,1820,1821,
999,REM,30.0,22:30.0,23:00.0,1821,1822,
1000,Wake,30.0,23:00.0,23:30.0,1822,1823,
1001,REM,30.0,23:30.0,24:00.0,1823,1824,
1002,REM,30.0,24:00.0,24:30.0,1824,1825,
1003,REM,30.0,24:30.0,25:00.0,1825,1826,
1004,REM,30.0,25:00.0,25:30.0,1826,1827,
1005,REM,30.0,25:30.0,26:00.0,1827,1828,
1006,REM,30.0,26:00.0,26:30.0,1828,1829,
1007,REM,30.0,26:30.0,27:00.0,1829,1830,
1008,REM,30.0,27:00.0,27:30.0,1830,1831,
1009,Wake,30.0,27:30.0,28:00.0,1831,1832,
1010,N1,30.0,28:00.0,28:30.0,1832,1833,
1011,N2,30.0,28:30.0,29:00.0,1833,1834,
1012,N2,30.0,29:00.0,29:30.0,1834,1835,
1013,N2,30.0,29:30.0,30:00.0,1835,1836,
1014,N2,30.0,30:00.0,30:30.0,1836,1837,
1015,N2,30.0,30:30.0,31:00.0,1837,1838,
1016,Wake,30.0,31:00.0,31:30.0,1838,1839,
1017,N2,30.0,31:30.0,32:00.0,1839,1840,
1018,N2,30.0,32:00.0,32:30.0,1840,1841,
1019,N2,30.0,32:30.0,33:00.0,1841,1842,
1020,N2,30.0,33:00.0,33:30.0,1842,1843,
1021,N2,30.0,33:30.0,34:00.0,1843,1844,
1022,N2,30.0,34:00.0,34:30.0,1844,1845,
1023,N2,30.0,34:30.0,35:00.0,1845,1846,
1024,N2,30.0,35:00.0,35:30.0,1846,1847,
1025,N2,30.0,35:30.0,36:00.0,1847,1848,
1026,N2,30.0,36:00.0,36:30.0,1848,1849,
1027,N2,30.0,36:30.0,37:00.0,1849,1850,
1028,N2,30.0,37:00.0,37:30.0,1850,1851,
1029,N2,30.0,37:30.0,38:00.0,1851,1852,
1030,N2,30.0,38:00.0,38:30.0,1852,1853,
1031,N2,30.0,38:30.0,39:00.0,1853,1854,
1032,N2,30.0,39:00.0,39:30.0,1854,1855,
1033,N2,30.0,39:30.0,40:00.0,1855,1856,
1034,Wake,30.0,40:00.0,40:30.0,1856,1857,
1035,Wake,30.0,40:30.0,41:00.0,1857,1858,
1036,N2,30.0,41:00.0,41:30.0,1858,1859,
1037,N2,30.0,41:30.0,42:00.0,1859,1860,
1038,N2,30.0,42:00.0,42:30.0,1860,1861,
1039,N2,30.0,42:30.0,43:00.0,1861,1862,
1040,N2,30.0,43:00.0,43:30.0,1862,1863,
1041,N2,30.0,43:30.0,44:00.0,1863,1864,
1042,N2,30.0,44:00.0,44:30.0,1864,1865,
1043,N2,30.0,44:30.0,45:00.0,1865,1866,
1044,N2,30.0,45:00.0,45:30.0,1866,1867,
1045,Wake,30.0,45:30.0,46:00.0,1867,1868,
1046,Wake,30.0,46:00.0,46:30.0,1868,1869,
1047,N2,30.0,46:30.0,47:00.0,1869,1870,
1048,N2,30.0,47:00.0,47:30.0,1870,1871,
1049,N2,30.0,47:30.0,48:00.0,1871,1872,
1050,N2,30.0,48:00.0,48:30.0,1872,1873,
1051,N2,30.0,48:30.0,49:00.0,1873,1874,
1052,N2,30.0,49:00.0,49:30.0,1874,1875,
1053,N2,30.0,49:30.0,50:00.0,1875,1876,
1054,N2,30.0,50:00.0,50:30.0,1876,1877,
1055,N2,30.0,50:30.0,51:00.0,1877,1878,
1056,N2,30.0,51:00.0,51:30.0,1878,1879,
1057,N2,30.0,51:30.0,52:00.0,1879,1880,
1058,N2,30.0,52:00.0,52:30.0,1880,1881,
1059,N2,30.0,52:30.0,53:00.0,1881,1882,
1060,N2,30.0,53:00.0,53:30.0,1882,1883,
1061,N2,30.0,53:30.0,54:00.0,1883,1884,
1062,N2,30.0,54:00.0,54:30.0,1884,1885,
1063,N2,30.0,54:30.0,55:00.0,1885,1886,
1064,N2,30.0,55:00.0,55:30.0,1886,1887,
1065,N2,30.0,55:30.0,56:00.0,1887,1888,
1066,N2,30.0,56:00.0,56:30.0,1888,1889,
1067,N2,30.0,56:30.0,57:00.0,1889,1890,
1068,N2,30.0,57:00.0,57:30.0,1890,1891,
1069,N2,30.0,57:30.0,58:00.0,1891,1892,
1070,N2,30.0,58:00.0,58:30.0,1892,1893,
1071,N2,30.0,58:30.0,59:00.0,1893,1894,
1072,N2,30.0,59:00.0,59:30.0,1894,1895,
1073,N2,30.0,59:30.0,00:00.0,1895,1896,
1074,N2,30.0,00:00.0,00:30.0,1896,1897,
1075,N2,30.0,00:30.0,01:00.0,1897,1898,
1076,N2,30.0,01:00.0,01:30.0,1898,1899,
1077,N2,30.0,01:30.0,02:00.0,1899,1900,
1078,N2,30.0,02:00.0,02:30.0,1900,1901,
1079,N2,30.0,02:30.0,03:00.0,1901,1902,
1080,N2,30.0,03:00.0,03:30.0,1902,1903,
1081,N2,30.0,03:30.0,04:00.0,1903,1904,
1082,N2,30.0,04:00.0,04:30.0,1904,1905,
1083,N2,30.0,04:30.0,05:00.0,1905,1906,
1084,N2,30.0,05:00.0,05:30.0,1906,1907,
1085,N2,30.0,05:30.0,06:00.0,1907,1908,
1086,N2,30.0,06:00.0,06:30.0,1908,1909,
1087,Wake,30.0,06:30.0,07:00.0,1909,1910,
